temperature,humidity,pir,ultrasonic_distance,distance_change,entry_exit_event,mq135_raw,mq135_change,gas_rise_streak,true_occupancy
29.39,61.26,1,170.23,-10.99,NONE,1269.03,25.27,3,1
26.3,65.97,1,200.69,-5.59,NONE,1219.66,29.37,8,1
23.98,56.22,0,277.26,-17.36,NONE,782.39,6.45,0,0
32.48,59.26,0,184.63,-3.18,NONE,1648.27,15.1,6,1
34.0,80.76,1,89.02,-28.03,ENTER,1219.14,-7.23,5,1
34.1,65.65,0,162.55,11.57,NONE,1022.61,16.67,1,0
27.81,80.07,0,223.69,29.31,NONE,1421.11,13.27,0,0
22.66,56.78,0,170.47,-3.96,NONE,1591.82,14.52,11,1
37.13,49.94,0,242.27,-50.04,ENTER,1167.19,27.46,1,0
34.27,37.75,0,206.91,22.37,NONE,1062.23,-8.24,0,0
28.49,47.59,0,224.51,13.09,NONE,1394.06,-23.52,8,1
32.83,54.26,0,184.46,-0.48,NONE,1159.2,5.26,0,0
25.13,70.59,0,148.02,5.93,NONE,1547.79,2.98,6,1
28.73,65.83,0,123.45,-3.85,NONE,1767.63,-7.27,6,1
22.45,52.39,0,258.07,6.74,NONE,1301.14,36.22,3,0
26.13,65.66,1,223.48,30.03,EXIT,965.23,-23.75,1,1
29.93,63.53,1,153.2,10.8,NONE,1296.65,22.15,4,0
29.37,47.46,1,105.45,-13.97,NONE,1059.58,-16.12,0,0
33.48,41.07,0,209.81,-3.13,NONE,1668.44,12.36,0,1
28.72,69.61,0,226.63,-0.85,NONE,1183.19,18.12,5,1
32.44,58.2,1,196.58,-38.93,NONE,1557.11,14.17,5,1
21.49,50.45,0,156.31,24.72,NONE,1371.4,34.04,6,1
24.46,65.53,0,163.18,25.24,NONE,1118.87,-14.98,0,0
29.82,53.43,0,283.81,-0.49,NONE,1344.41,10.18,4,0
33.17,64.6,0,204.27,-0.37,NONE,1583.13,-19.41,0,0
25.18,53.55,0,156.16,-12.26,NONE,1666.44,-7.79,11,1
29.86,45.42,0,230.12,-9.98,NONE,1382.0,6.73,8,1
33.25,58.56,0,198.63,6.64,NONE,1341.86,0.54,1,0
24.87,80.45,1,202.98,-11.54,NONE,1601.22,22.63,7,1
29.91,52.45,0,146.85,41.9,NONE,1509.27,36.54,2,1
23.73,65.25,1,170.82,-4.11,NONE,1428.75,7.12,5,1
29.41,68.46,0,186.14,6.86,NONE,1057.77,15.84,0,0
25.42,46.03,1,174.26,32.13,NONE,1749.38,-2.93,2,1
27.88,65.44,0,237.81,8.46,NONE,1515.29,39.74,11,1
30.06,72.76,0,201.03,6.3,NONE,1532.26,-6.37,2,0
29.97,47.32,1,166.86,-8.18,NONE,1024.96,25.63,10,1
28.02,90.86,0,140.25,-19.76,NONE,1568.09,19.03,6,1
23.3,37.23,0,198.17,-16.55,NONE,1117.26,-9.96,1,0
25.4,56.19,0,203.99,-8.74,NONE,1428.91,36.82,1,1
26.47,69.92,0,168.92,-7.63,NONE,1264.84,-4.05,8,1
33.54,62.01,1,181.34,-28.74,NONE,1504.3,-6.07,3,1
27.59,73.99,0,201.37,38.75,EXIT,1128.7,20.78,0,0
28.45,54.92,1,203.36,9.11,NONE,1934.32,-1.34,4,1
31.35,66.21,1,32.34,-49.14,ENTER,1570.95,-2.56,3,1
25.93,51.57,0,172.63,-5.55,NONE,1782.09,3.73,3,0
32.12,78.47,0,268.19,9.75,EXIT,1293.65,26.56,1,0
25.39,59.12,1,208.35,18.66,NONE,1412.2,19.46,1,1
25.81,58.38,0,151.55,-5.09,NONE,1053.05,-2.82,1,0
27.52,68.67,1,93.62,-20.54,ENTER,1533.14,27.66,0,1
25.46,75.36,1,182.82,19.96,NONE,1649.56,36.52,1,1
31.74,71.99,0,197.65,23.68,NONE,1232.68,26.61,10,1
25.75,82.05,0,169.1,-7.24,NONE,1234.25,-46.19,1,0
30.53,60.57,1,226.58,-1.26,NONE,1521.7,64.8,9,1
30.17,49.39,1,228.13,4.91,NONE,1443.96,37.15,7,1
29.93,79.3,0,212.29,-4.99,NONE,1047.11,0.09,0,0
24.46,76.12,0,177.8,16.22,NONE,1551.32,-25.57,1,0
25.12,61.72,0,189.24,-0.34,NONE,1192.64,-3.24,0,0
35.3,67.75,0,193.78,4.22,NONE,1483.79,-13.24,3,1
35.55,65.77,0,189.43,-2.31,NONE,1360.62,32.01,7,1
27.4,55.37,0,159.67,-74.64,ENTER,1263.64,-15.62,0,0
23.34,52.81,1,161.96,55.69,EXIT,1714.86,-9.92,0,1
36.85,45.26,0,306.68,10.35,NONE,678.05,3.61,4,0
24.3,84.52,0,188.92,0.65,NONE,1505.56,-3.42,2,0
26.89,71.54,0,197.51,0.04,NONE,1335.86,9.07,0,0
26.96,69.47,0,279.69,-30.95,ENTER,1460.37,-3.85,0,0
31.17,63.1,1,219.03,8.86,NONE,1012.47,0.68,7,1
31.09,62.87,0,143.75,-25.2,NONE,1244.41,-10.47,1,0
28.3,69.66,0,204.13,1.15,NONE,1577.38,-5.05,0,0
21.79,50.47,0,303.07,35.58,EXIT,1325.77,-15.88,2,0
28.13,63.83,0,180.76,-6.07,NONE,1107.44,4.79,1,0
25.15,56.52,0,256.26,-27.69,ENTER,1445.51,-22.54,1,0
27.75,65.98,0,237.29,-3.46,NONE,1053.94,-9.81,0,0
28.49,68.6,1,212.93,5.7,NONE,1316.84,-0.44,0,0
21.43,82.93,0,251.68,-16.74,NONE,1467.51,-14.96,0,0
30.86,69.0,0,182.5,3.61,NONE,1291.44,14.49,4,0
21.66,74.18,0,232.77,-4.57,NONE,1305.26,-6.99,14,1
20.91,54.89,0,177.22,-10.06,NONE,1498.73,26.87,3,1
25.45,60.13,0,224.65,1.14,NONE,2371.98,7.54,11,1
31.36,43.68,0,216.7,8.91,NONE,1378.0,8.43,5,1
32.15,76.73,1,132.98,-42.9,ENTER,1357.0,11.82,2,1
26.04,50.45,0,240.3,50.98,EXIT,1512.71,0.72,1,0
30.66,48.95,1,224.26,10.18,NONE,1610.06,46.1,6,1
28.93,73.69,0,143.94,2.75,NONE,1133.99,25.02,2,0
27.63,71.52,0,91.15,-97.35,ENTER,874.51,2.4,1,1
29.05,32.33,0,185.04,18.04,NONE,1183.84,5.89,1,0
34.22,62.04,0,213.22,10.32,NONE,1210.48,16.11,2,0
29.44,57.69,0,269.52,-5.74,NONE,1467.26,11.33,11,1
34.34,63.44,0,237.45,0.6,NONE,1642.07,-29.49,1,0
33.97,42.52,0,154.3,-22.41,NONE,1178.23,10.47,6,1
28.36,74.34,0,267.22,2.1,NONE,1394.85,-1.91,3,0
24.9,50.03,1,161.14,-28.66,NONE,1210.95,-11.51,1,1
24.08,47.38,1,268.13,26.16,EXIT,1481.06,19.42,2,1
29.09,52.85,1,234.14,-11.73,NONE,1214.86,-23.66,8,1
38.49,54.1,0,190.84,21.04,EXIT,1106.59,3.04,0,0
30.91,58.67,0,240.17,2.0,NONE,1393.19,0.56,1,0
26.19,81.68,0,184.3,13.72,NONE,1279.27,-46.18,0,0
30.03,78.78,0,243.24,-4.23,NONE,1311.81,8.95,9,1
22.75,74.42,0,247.66,2.67,NONE,1258.6,19.02,5,0
29.62,81.95,0,162.96,13.63,NONE,1323.78,22.03,0,0
40.0,66.2,0,244.26,3.77,NONE,1540.42,8.46,5,1
30.38,60.46,0,160.07,4.55,NONE,1453.72,-6.55,0,0
32.22,62.57,0,228.73,13.09,NONE,1586.72,15.13,1,1
29.26,57.34,0,324.67,-9.26,NONE,1287.52,-12.82,2,0
26.12,44.8,1,274.84,26.32,NONE,1422.96,-2.17,7,1
30.89,56.07,0,164.91,-19.2,ENTER,1469.47,4.19,0,0
33.83,57.42,0,139.83,-15.7,NONE,1235.13,-6.91,1,0
32.76,85.39,0,188.4,0.83,NONE,1462.59,-19.9,0,0
28.42,62.55,0,89.58,-4.02,NONE,1124.41,-23.2,1,0
32.16,74.7,0,241.18,-3.18,NONE,1225.67,6.8,3,0
28.45,64.53,0,143.28,-9.21,NONE,1054.56,17.79,2,0
31.43,83.02,0,175.19,-10.32,NONE,1439.77,-26.82,12,1
29.57,51.7,1,222.72,-19.56,NONE,1409.11,26.67,7,1
29.35,83.6,0,154.58,-12.54,NONE,1154.85,8.86,3,0
35.58,66.78,0,140.89,2.57,NONE,1323.34,2.16,14,1
29.54,69.47,1,227.65,-15.26,NONE,1722.14,22.07,2,1
32.39,42.16,1,186.19,-12.68,NONE,1311.2,4.77,3,0
27.32,49.91,0,68.38,-87.17,ENTER,1178.82,15.36,4,1
27.17,54.79,1,139.58,-3.18,NONE,1318.18,22.9,1,1
31.64,55.06,0,124.19,-3.79,NONE,1265.75,2.3,0,0
19.11,71.0,0,199.39,-3.86,NONE,850.4,13.39,0,0
27.1,55.55,1,234.55,-77.14,NONE,1306.24,-1.45,6,1
26.5,59.53,0,166.55,-5.98,NONE,1487.85,-19.44,1,0
28.99,65.44,0,204.93,-2.79,NONE,1652.83,-2.58,12,1
34.43,56.98,1,233.41,-0.37,NONE,1505.18,23.39,0,0
32.42,64.16,1,205.35,5.78,NONE,1384.44,9.97,9,1
32.06,61.0,0,209.32,5.74,NONE,707.8,-2.32,9,1
32.1,56.11,0,228.63,4.4,NONE,1279.07,-12.54,2,0
23.21,64.99,1,104.31,-79.05,ENTER,1373.94,-20.35,5,1
26.53,65.47,0,199.87,-79.87,ENTER,1400.32,3.59,0,0
34.0,66.33,1,245.1,28.65,EXIT,1476.18,19.92,0,1
31.26,66.96,0,158.86,-10.85,NONE,1387.61,-10.38,0,0
23.86,64.41,0,197.86,8.44,NONE,1408.32,30.94,5,1
32.5,30.91,1,176.11,-36.18,NONE,1662.7,7.42,4,1
27.29,52.45,0,177.86,-18.97,NONE,1261.04,4.94,0,1
27.47,65.02,0,256.22,-5.72,NONE,1410.85,-17.65,5,1
29.42,69.01,0,178.36,10.14,NONE,1061.15,-8.46,0,0
31.21,41.08,1,185.23,-3.4,NONE,1226.19,9.5,0,0
25.93,52.04,0,281.76,0.42,NONE,1255.4,13.1,0,0
28.3,50.35,0,213.06,5.48,NONE,1454.43,-0.15,4,1
31.88,55.6,0,279.56,13.49,EXIT,1324.25,0.61,4,0
31.02,61.27,1,144.54,-2.91,NONE,1730.49,31.26,11,1
27.4,50.87,0,233.96,82.99,EXIT,1515.73,15.82,3,1
29.74,61.26,1,44.93,-60.03,ENTER,1050.7,2.52,3,1
33.56,55.83,0,258.02,-2.85,NONE,1525.56,5.71,4,0
28.6,53.69,1,132.91,-7.51,NONE,1593.96,7.39,9,1
29.7,37.12,0,258.16,-0.79,NONE,852.67,-3.9,0,0
25.05,70.54,1,97.06,-55.32,ENTER,1339.37,45.96,0,1
28.89,48.52,0,144.67,0.92,ENTER,1631.13,3.3,0,1
27.58,62.79,0,146.18,-4.27,NONE,1770.39,-22.71,2,0
24.48,55.94,0,152.62,40.94,EXIT,1496.37,-18.51,1,0
28.17,59.79,0,185.42,-7.8,NONE,1396.64,25.2,5,1
33.35,74.48,0,144.11,-6.77,NONE,1274.83,29.04,6,1
27.96,50.47,0,280.16,12.14,NONE,1404.76,8.38,0,0
28.46,77.98,1,153.84,17.52,NONE,1211.73,10.96,4,1
29.33,60.21,0,220.96,11.05,NONE,1315.14,39.46,4,1
26.96,44.68,1,203.41,13.74,NONE,1393.59,10.65,7,1
33.3,52.14,1,145.89,-70.54,ENTER,1503.05,20.37,4,1
33.12,62.77,0,241.43,2.82,NONE,1379.13,13.48,2,0
33.53,75.46,1,132.58,-27.65,ENTER,1874.29,2.17,1,1
36.79,63.68,0,205.88,6.62,NONE,979.73,-20.29,1,0
28.54,75.71,0,85.31,-34.53,ENTER,1616.59,31.03,1,1
33.27,58.28,1,168.76,-4.97,NONE,1890.84,21.89,10,1
28.62,55.04,0,212.15,4.91,NONE,1217.78,-4.6,13,1
29.04,64.38,0,225.08,-4.56,NONE,1527.24,-14.04,12,1
32.37,64.93,0,165.94,-0.51,NONE,1172.21,-22.06,1,0
30.52,57.7,1,130.75,28.44,NONE,1498.72,-27.56,2,1
32.7,46.64,0,164.97,-6.76,NONE,1360.86,-16.53,1,0
24.31,76.22,0,176.93,8.85,EXIT,1458.11,24.49,4,0
23.27,54.02,1,224.57,28.99,NONE,1198.41,17.61,1,1
33.07,90.79,0,139.4,92.24,EXIT,1388.12,13.11,3,0
36.96,62.51,0,231.69,-3.85,NONE,1161.23,-31.7,2,0
29.73,68.12,1,313.15,-29.77,ENTER,1597.43,0.74,0,0
29.95,56.47,1,248.75,-4.9,NONE,1483.68,-2.09,6,1
24.43,40.89,0,198.44,-2.32,NONE,1541.41,12.47,11,1
30.58,49.67,0,174.35,14.09,NONE,1160.98,10.38,1,0
29.15,64.1,1,194.92,1.12,NONE,1219.37,12.21,3,0
33.04,63.7,1,217.68,8.85,NONE,957.21,20.36,5,1
25.11,78.16,1,200.81,53.01,NONE,1532.37,1.12,9,1
25.9,50.07,1,197.03,-23.77,NONE,1587.27,33.15,7,1
33.36,52.42,1,158.86,2.95,NONE,1351.84,24.59,6,1
32.25,56.91,0,228.44,-9.84,NONE,999.17,-0.78,3,0
29.33,59.17,0,158.67,-4.62,NONE,1607.94,-12.29,5,1
28.12,62.4,0,167.89,-1.3,NONE,1974.48,14.66,5,1
35.75,74.8,0,246.89,-13.16,NONE,1473.34,-17.4,0,0
35.75,73.18,0,232.71,-40.32,NONE,1646.71,28.25,6,1
33.6,46.69,0,101.67,14.85,NONE,1222.28,11.32,2,0
32.82,52.27,0,80.66,1.97,NONE,1176.73,26.84,1,0
27.34,60.45,1,182.15,11.24,NONE,1842.79,12.38,5,1
23.88,67.67,0,235.64,-13.82,NONE,1285.9,20.71,0,0
28.6,82.46,0,229.55,-12.86,NONE,1100.76,-32.37,2,0
33.29,67.57,0,191.41,2.12,NONE,1509.71,22.3,12,1
25.75,64.2,0,194.0,-28.02,NONE,1306.32,37.31,2,1
29.3,52.97,1,40.44,-70.54,ENTER,1635.08,-1.81,2,1
31.75,63.36,0,215.8,10.0,NONE,1476.53,-7.73,1,0
32.05,69.93,0,193.85,-2.02,NONE,1726.57,3.02,14,1
25.24,65.68,0,214.49,-4.18,NONE,1041.5,9.21,8,1
29.4,53.37,0,166.07,0.66,NONE,1057.09,-2.34,10,1
25.26,66.16,0,230.98,-24.61,NONE,1286.6,60.81,1,1
33.26,53.31,0,176.0,3.83,NONE,1610.13,20.24,8,1
32.33,59.05,0,224.82,2.15,NONE,1240.25,-21.8,14,1
27.38,74.85,1,237.45,66.21,NONE,1234.35,12.18,3,1
40.0,60.93,1,238.19,20.27,NONE,1355.69,11.73,2,1
18.0,61.35,1,135.84,23.98,EXIT,1518.04,-17.69,1,0
38.33,53.12,1,232.99,-3.53,NONE,1016.42,-14.31,8,1
33.92,61.11,0,176.0,-9.15,NONE,1433.96,-1.81,3,0
29.43,56.83,0,183.58,10.64,NONE,1489.62,16.06,14,1
28.17,60.14,0,205.3,-13.72,NONE,1291.21,5.6,0,0
31.19,35.22,0,209.86,-0.21,NONE,1874.53,29.4,9,1
30.67,62.68,1,76.89,-67.36,ENTER,1617.43,8.63,1,1
26.72,45.01,1,203.73,6.1,NONE,1623.22,11.6,4,1
29.1,70.32,1,246.27,-17.65,NONE,1360.08,-3.56,4,1
34.27,62.63,0,230.74,45.13,NONE,1625.04,17.16,1,1
31.54,42.06,1,188.79,13.87,NONE,1446.9,-19.11,6,1
26.46,81.71,1,226.59,-23.24,NONE,1865.58,29.08,6,1
28.73,64.32,0,152.14,21.06,NONE,1562.39,-19.95,3,0
27.82,53.89,1,232.59,-27.93,NONE,1702.24,-24.99,2,1
31.17,57.36,0,140.67,20.94,NONE,1760.36,28.73,10,1
29.94,75.32,0,181.04,-1.09,NONE,1375.99,21.31,10,1
34.5,63.13,0,176.23,1.87,NONE,1399.11,34.54,7,1
26.48,47.3,0,204.68,-0.02,NONE,1375.84,6.1,7,1
30.32,84.26,0,208.62,-15.93,NONE,1277.11,28.65,5,1
30.96,60.68,1,257.51,-37.82,NONE,1357.98,36.4,3,1
33.23,49.66,0,130.14,-8.06,NONE,1135.89,-9.43,0,0
28.77,53.55,1,184.63,37.2,NONE,1963.68,16.37,1,1
33.25,54.2,0,233.31,-0.89,NONE,1240.16,32.18,8,1
25.76,65.9,1,200.56,11.28,NONE,1334.84,3.6,2,0
26.41,61.1,1,66.02,-13.95,ENTER,1723.51,9.23,0,1
34.78,56.77,1,90.91,-27.36,ENTER,1527.84,7.96,4,1
29.97,74.9,1,172.27,13.79,NONE,1242.91,7.38,9,1
26.83,53.57,0,189.41,-11.04,NONE,1597.36,22.01,7,1
31.33,73.73,0,198.12,5.92,NONE,1148.34,13.62,5,0
30.22,87.48,0,225.74,6.23,NONE,1257.32,14.5,0,0
24.26,66.05,1,244.95,7.65,NONE,1039.7,-6.33,4,0
28.83,41.72,0,209.42,35.22,EXIT,1315.72,28.99,1,1
30.3,58.64,0,120.21,-1.05,NONE,1170.86,-2.8,2,0
32.45,72.59,0,235.57,2.03,NONE,1073.04,-5.42,3,0
33.85,56.57,0,185.31,-1.07,NONE,1512.79,-14.89,9,1
27.81,60.92,0,185.31,5.09,NONE,1124.78,17.58,0,0
26.6,74.14,0,190.77,5.98,NONE,892.59,20.09,0,0
34.19,55.59,1,244.82,-3.24,NONE,1344.25,28.15,4,1
22.27,40.5,0,198.37,-5.22,NONE,1653.27,7.6,7,1
28.48,64.38,0,167.2,9.45,NONE,1554.45,37.77,6,1
24.79,52.36,1,160.23,-3.36,NONE,1114.81,-30.23,1,1
26.88,78.96,0,159.19,1.52,NONE,1142.11,11.2,2,0
27.29,64.02,0,208.08,-6.99,NONE,1556.1,21.4,11,1
34.05,62.16,1,221.74,26.83,NONE,1498.46,15.49,3,1
32.79,85.7,0,228.79,-0.14,NONE,1561.7,30.0,5,1
28.88,53.06,0,194.22,-1.0,NONE,1447.81,-0.72,5,1
24.14,59.71,1,196.88,-36.42,NONE,900.99,11.95,5,1
23.55,71.25,1,183.34,36.49,NONE,1176.7,36.34,5,1
22.82,64.37,0,249.85,15.09,NONE,1251.81,-10.48,1,1
34.83,51.42,0,159.88,-10.23,NONE,1603.14,-0.33,3,0
34.66,66.23,0,210.41,7.05,NONE,1596.9,7.81,10,1
28.34,80.75,1,181.78,-4.29,NONE,1131.74,23.34,3,1
29.89,43.09,1,249.0,5.2,NONE,892.37,10.58,1,1
28.44,45.52,1,76.13,3.43,NONE,1282.97,-16.95,0,0
28.75,63.8,1,208.12,-27.61,NONE,1644.57,36.67,6,1
29.89,70.99,1,186.73,0.84,NONE,1449.88,-18.11,4,1
33.13,66.59,0,242.72,13.21,NONE,1878.46,-0.96,6,1
33.03,67.17,1,162.18,1.51,NONE,1730.48,17.97,2,1
37.87,52.85,1,188.74,12.45,NONE,1992.89,1.18,6,1
27.69,56.82,0,188.4,7.56,NONE,1540.9,-14.51,2,0
28.68,79.94,0,241.38,0.71,NONE,1490.17,-26.04,0,0
31.14,78.09,0,210.91,-69.03,ENTER,1170.82,-8.97,3,0
28.62,50.84,0,200.87,71.7,EXIT,1580.3,-9.16,4,0
28.02,69.1,1,194.05,-16.13,NONE,1308.97,9.87,6,1
29.91,58.27,0,196.12,-4.46,NONE,1849.05,39.08,10,1
24.48,70.72,1,170.2,31.65,NONE,1136.9,22.29,5,1
26.71,54.86,0,129.44,-88.13,ENTER,1784.84,44.22,1,1
29.23,73.94,0,182.8,21.5,EXIT,998.55,-5.88,0,0
29.55,66.01,1,191.3,-4.76,NONE,1334.7,2.23,5,1
26.01,60.73,0,290.33,11.53,NONE,1269.94,24.57,0,0
23.09,53.88,0,190.15,3.49,NONE,1549.27,-3.65,7,1
23.17,51.67,0,145.39,-53.24,ENTER,1047.63,-5.44,0,0
33.15,80.34,0,107.56,-69.58,ENTER,1456.49,-14.16,4,1
28.97,68.41,0,178.99,4.43,NONE,1317.14,-1.73,0,0
31.65,84.26,0,179.5,6.62,NONE,987.06,11.3,8,1
26.73,73.12,0,208.64,14.02,NONE,1249.13,23.01,0,0
32.89,57.88,0,218.85,24.76,NONE,1963.41,21.08,4,0
35.12,52.4,1,200.88,2.6,NONE,1282.58,8.74,0,0
35.39,64.89,1,198.04,16.52,NONE,1376.99,32.1,4,1
34.81,51.89,1,233.63,92.66,EXIT,1293.53,4.43,4,1
34.3,67.32,1,200.16,-5.47,NONE,1353.04,10.16,9,1
25.2,64.88,0,196.25,-20.22,NONE,1525.79,6.84,6,1
37.84,90.59,0,215.85,2.16,NONE,1146.05,26.19,7,1
29.69,76.86,1,194.67,-6.11,NONE,1328.67,25.27,11,1
25.41,67.81,1,196.86,3.26,NONE,1323.39,15.25,4,0
30.22,58.3,1,96.83,-17.38,ENTER,1229.33,11.39,2,1
29.1,87.49,0,156.73,30.79,EXIT,1463.49,-12.59,4,0
36.84,57.46,0,122.62,-10.4,NONE,1174.65,-18.03,3,0
21.96,45.43,1,109.73,4.95,ENTER,1471.47,24.95,4,1
31.39,65.91,1,143.68,-36.82,NONE,1549.54,21.02,7,1
30.08,64.9,1,181.97,0.1,NONE,1166.37,-27.19,0,0
28.21,75.65,0,148.58,-8.0,NONE,1599.03,39.86,6,1
30.26,61.96,0,198.38,62.05,EXIT,1477.05,13.59,1,0
26.43,77.52,0,180.88,-5.12,NONE,1315.44,-4.24,0,0
32.1,46.91,0,125.8,-13.04,NONE,1210.3,-11.72,0,0
30.65,63.46,0,188.19,-3.71,NONE,1609.56,2.28,0,0
32.08,52.86,0,220.66,-30.97,NONE,1511.9,-2.36,2,1
32.32,53.19,0,212.15,11.33,NONE,1376.27,-33.56,3,1
32.67,60.68,1,162.66,22.47,NONE,1470.37,46.28,8,1
32.32,66.66,1,154.69,8.53,NONE,1708.0,17.14,0,1
24.48,69.56,1,102.34,-84.7,ENTER,1451.84,20.87,5,1
29.63,70.34,0,183.53,-11.04,NONE,1595.04,27.97,7,1
27.54,64.9,1,167.86,-36.26,NONE,1372.75,-17.79,5,1
28.32,62.05,1,284.25,-1.58,NONE,1057.08,-3.62,4,0
29.95,77.64,0,181.16,-8.97,NONE,1287.23,12.32,0,0
24.47,79.38,1,218.76,7.62,NONE,1507.11,6.63,7,1
31.74,79.3,1,167.17,-3.03,NONE,1239.87,-7.14,9,1
25.03,75.69,0,281.37,-21.35,NONE,1450.5,17.05,0,0
26.84,76.46,0,256.55,-3.27,NONE,1486.88,14.24,12,1
26.12,55.53,0,124.04,0.75,NONE,1321.11,-53.73,2,0
27.18,64.55,0,293.31,-5.61,NONE,1224.15,6.54,5,0
33.99,51.5,0,181.43,-9.81,ENTER,1309.92,2.89,1,0
27.29,71.36,0,245.57,0.39,NONE,1237.46,-26.28,4,0
37.02,67.19,0,151.33,-10.41,NONE,1498.28,-13.99,1,0
34.29,64.38,0,177.0,-19.79,NONE,1304.13,25.15,3,1
25.35,43.83,0,64.28,-9.53,NONE,1499.45,9.31,3,0
31.6,37.81,1,183.41,24.82,NONE,1774.64,19.83,5,1
35.92,67.23,0,160.56,-0.62,NONE,1279.71,3.54,2,0
25.5,50.54,0,192.01,2.41,NONE,1186.25,7.03,0,0
36.56,67.84,1,211.47,-10.54,NONE,1541.15,18.67,5,1
28.33,65.58,0,194.34,1.27,NONE,1351.15,-0.28,5,1
29.75,53.94,0,213.33,-13.46,NONE,1328.54,-4.35,0,0
31.3,89.7,0,216.26,-0.05,NONE,1236.4,6.85,4,0
29.76,47.3,0,222.59,3.0,NONE,1250.4,31.87,5,1
29.73,59.48,1,169.96,2.38,NONE,1349.9,-0.51,0,0
25.96,57.93,0,201.27,2.18,NONE,762.18,10.62,0,0
32.56,65.03,0,211.62,2.28,NONE,1164.67,10.94,0,0
25.77,51.69,0,166.36,-16.85,NONE,1244.36,-5.98,0,0
33.06,51.39,0,170.09,-36.54,ENTER,1822.72,-18.12,0,0
22.87,70.75,1,265.52,-24.08,NONE,1677.92,-5.86,9,1
29.3,59.07,0,245.82,1.95,NONE,1352.04,12.61,3,0
25.16,41.96,1,231.48,7.71,NONE,1430.58,-4.16,4,1
34.85,65.36,0,205.79,-6.56,NONE,1414.44,7.15,0,1
26.18,63.13,0,201.91,-16.03,NONE,1270.28,12.1,4,0
28.98,60.25,1,120.05,-31.44,ENTER,1275.19,7.5,2,1
27.84,86.51,0,212.46,-0.19,NONE,1503.84,1.87,7,1
27.39,59.98,0,159.63,8.15,NONE,1434.61,3.94,8,1
24.28,63.06,0,147.75,-3.02,NONE,1178.98,8.05,9,1
31.1,78.42,0,130.79,-2.09,NONE,1390.79,44.23,4,0
27.48,48.79,0,219.81,-18.99,NONE,1538.83,2.5,2,0
29.17,79.58,0,186.91,-6.75,NONE,1382.85,9.74,6,1
25.56,63.19,0,250.84,-12.09,NONE,1067.17,-6.24,8,1
31.01,53.94,0,317.31,14.18,NONE,1682.28,-13.08,2,0
27.66,74.74,0,234.34,-40.95,NONE,1272.86,17.66,3,1
33.28,66.54,0,267.54,-21.68,NONE,1927.78,-10.62,4,1
25.86,59.0,1,265.95,-64.88,ENTER,1145.91,23.01,2,0
34.51,57.89,0,225.57,-2.35,NONE,1919.05,18.34,9,1
24.94,63.34,0,222.84,-4.78,NONE,1358.31,-2.21,0,0
28.63,66.95,0,224.78,6.76,NONE,1355.3,-1.02,2,0
32.13,50.1,0,188.12,-9.69,NONE,1266.59,19.51,0,0
32.96,63.68,0,191.41,1.62,NONE,1598.4,5.48,5,1
32.78,33.5,0,154.9,-8.51,NONE,1701.92,4.03,0,0
27.49,69.44,0,158.55,-50.77,ENTER,1357.92,-39.64,5,0
34.77,78.53,0,165.25,0.72,NONE,1546.59,-44.79,5,0
28.59,71.38,0,224.16,10.85,NONE,1338.15,12.42,3,1
26.68,57.12,0,29.62,-62.52,ENTER,1446.54,22.45,3,1
30.15,40.16,0,177.16,11.13,NONE,1619.29,-51.64,0,0
23.03,54.27,0,219.19,-19.92,NONE,1319.59,14.76,4,1
20.07,48.46,0,170.92,24.84,NONE,1470.85,-11.56,0,0
31.39,55.65,0,209.46,-4.05,NONE,1539.87,10.15,0,0
31.46,41.07,1,200.58,-30.96,NONE,1617.04,56.54,3,1
25.04,35.82,0,179.62,-2.18,NONE,1588.48,12.34,7,1
19.26,37.57,0,227.37,-13.95,NONE,1184.92,8.65,0,0
19.1,66.5,0,193.04,-2.71,NONE,1414.6,17.07,7,1
24.51,64.44,0,265.79,9.54,NONE,820.33,-15.36,4,0
25.93,71.19,1,177.43,17.19,NONE,1621.43,13.48,7,1
28.68,69.44,0,109.2,9.28,NONE,1383.41,-1.82,0,0
21.32,59.03,0,162.77,4.03,NONE,1302.45,10.51,0,0
28.13,67.29,1,216.19,42.45,NONE,1495.43,0.07,7,1
29.98,53.08,0,145.29,4.41,NONE,1351.57,-0.72,2,0
33.1,65.4,1,190.5,15.07,NONE,1639.94,44.32,5,1
33.44,55.48,0,140.59,10.59,NONE,1178.29,19.82,6,1
29.41,79.96,0,243.84,6.78,NONE,1320.87,-0.88,1,1
28.93,88.24,0,242.64,3.27,NONE,1160.58,-18.56,12,1
28.41,53.77,0,175.4,6.52,NONE,1672.82,1.92,1,0
32.96,37.63,0,202.93,0.41,NONE,1481.08,14.2,5,1
28.9,60.77,1,218.5,-36.79,NONE,1292.81,54.02,4,1
27.83,66.47,0,173.07,2.59,NONE,1736.68,49.52,2,1
30.02,52.93,0,240.45,2.64,NONE,1784.68,17.29,10,1
24.7,56.74,0,105.42,-0.32,NONE,1244.9,31.27,3,0
21.97,60.07,0,153.33,-10.55,NONE,1097.31,4.57,1,0
28.02,81.29,1,213.57,14.34,NONE,1268.45,-10.72,1,0
30.25,43.3,1,193.18,0.07,NONE,1507.52,-31.27,1,1
30.93,77.68,0,237.0,-2.57,NONE,1991.08,12.59,7,1
31.99,60.99,0,167.69,-15.26,NONE,886.49,11.41,5,1
